gene,n_items,pct_of_items
TMSB15A,1,0.0
NOTCH2NLA,1,0.0
FGD6,1,0.0
BPIFB2,1,0.0
SHPRH,1,0.0
RECQL,1,0.0
MORN5,1,0.0
IL18RAP,1,0.0
HOXC11,1,0.0
FCGR2B,1,0.0
ARL2-SNX15,1,0.0
POLB,1,0.0
BRMS1L,1,0.0
VPS11,1,0.0
RFESD,1,0.0
HSPB2,1,0.0
KRT26,1,0.0
TNFSF4,1,0.0
ITGA2B,1,0.0
MED20,1,0.0
HMGN3,1,0.0
IFTAP,1,0.0
AGRN,1,0.0
FBLIM1,1,0.0
AGXT2,1,0.0
CD63,1,0.0
MAP3K5,1,0.0
CHST13,1,0.0
ST6GALNAC3,1,0.0
GMDS,1,0.0
ANKRD34C,1,0.0
SPTAN1,1,0.0
NHLRC3,1,0.0
TOGARAM1,1,0.0
CAPN1,1,0.0
MZB1,1,0.0
ARPC4-TTLL3,1,0.0
ABHD8,1,0.0
YIPF2,1,0.0
KRTAP10-12,1,0.0
TMEM129,1,0.0
CCR5,1,0.0
GPR148,1,0.0
GAPDHS,1,0.0
CASP14,1,0.0
PTPN5,1,0.0
DPEP2,1,0.0
SMAD6,1,0.0
USP5,1,0.0
HACD1,1,0.0
TLR2,1,0.0
LSM14B,1,0.0
UQCRHL,1,0.0
TBX10,1,0.0
SIGLEC16,1,0.0
ACKR1,1,0.0
COL5A2,1,0.0
CHRNA5,1,0.0
TRPC3,1,0.0
IFNA13,1,0.0
HAS3,1,0.0
TMEM114,1,0.0
GPR39,1,0.0
ELAC2,1,0.0
ABRA,1,0.0
HDC,1,0.0
PTPN20,1,0.0
RNF224,1,0.0
BVES,1,0.0
SCN5A,1,0.0
FBXO24,1,0.0
BANF2,1,0.0
CYP4F8,1,0.0
CTLA4,1,0.0
ADGRG4,1,0.0
CD38,1,0.0
LYVE1,1,0.0
IL33,1,0.0
PDXK,1,0.0
TEK,1,0.0
TMEM156,1,0.0
FGF19,1,0.0
MRPL36,1,0.0
P2RY8,1,0.0
ARID3C,1,0.0
EFNB3,1,0.0
MCHR1,1,0.0
CHEK1,1,0.0
TES,1,0.0
TRIM35,1,0.0
SHC1,1,0.0
RANGAP1,1,0.0
TPSAB1,1,0.0
HYOU1,1,0.0
HBM,1,0.0
OR8G5,1,0.0
OTOA,1,0.0
COX4I2,1,0.0
CACTIN,1,0.0
SEC31B,1,0.0
SHANK2,1,0.0
ATRX,1,0.0
NKX2-3,1,0.0
MAGEA9,1,0.0
ZNF608,1,0.0
TAF15,1,0.0
PDE5A,1,0.0
APBB1,1,0.0
KLK7,1,0.0
MID1IP1,1,0.0
OR10G2,1,0.0
HGD,1,0.0
ZNF319,1,0.0
PLIN2,1,0.0
MRGPRX2,1,0.0
ANXA1,1,0.0
ANKRD30B,1,0.0
SMARCA1,1,0.0
GSTA5,1,0.0
CHST9,1,0.0
KRTAP6-3,1,0.0
ZNF717,1,0.0
RAB27A,1,0.0
FAM184B,1,0.0
CCDC168,1,0.0
LHX3,1,0.0
CCER2,1,0.0
FMR1NB,1,0.0
ZNF214,1,0.0
PIFO,1,0.0
CLEC4M,1,0.0
LAPTM5,1,0.0
ALDH1L2,1,0.0
ATF5,1,0.0
LRP1,1,0.0
CCDC87,1,0.0
ZP4,1,0.0
ADAM23,1,0.0
CFAP73,1,0.0
CLUL1,1,0.0
IQCM,1,0.0
C12ORF40,1,0.0
HR,1,0.0
SYT15B,1,0.0
HNF4G,1,0.0
CRHR1,1,0.0
MCTP2,1,0.0
IFNK,1,0.0
EPYC,1,0.0
PRAME,1,0.0
VSTM2B,1,0.0
OR10AC1,1,0.0
CCDC61,1,0.0
ARF5,1,0.0
LTA,1,0.0
ETNPPL,1,0.0
DYNC1I2,1,0.0
MNAT1,1,0.0
ORMDL2,1,0.0
HSPE1-MOB4,1,0.0
CTXN1,1,0.0
NKX6-3,1,0.0
SARS2,1,0.0
OR9A2,1,0.0
C22ORF15,1,0.0
FSIP2,1,0.0
SPECC1,1,0.0
TMEM243,1,0.0
TCF7L1,1,0.0
GCLM,1,0.0
VCX2,1,0.0
PRDX2,1,0.0
PRMT6,1,0.0
SFXN3,1,0.0
GNB1,1,0.0
MRFAP1,1,0.0
STXBP1,1,0.0
OAS1,1,0.0
EFNA3,1,0.0
SLC19A3,1,0.0
HS6ST2,1,0.0
SLFN12L,1,0.0
ZNF816-ZNF321P,1,0.0
SCGB1C2,1,0.0
USP44,1,0.0
RAB6D,1,0.0
NOP56,1,0.0
DDX39B,1,0.0
RCN1,1,0.0
GAGE2A,1,0.0
TMSB4Y,1,0.0
ZNF253,1,0.0
TMEM25,1,0.0
CELA3A,1,0.0
QDPR,1,0.0
NT5C3B,1,0.0
OR4F6,1,0.0
PLXNA4,1,0.0
ARPIN-AP3S2,1,0.0
GMIP,1,0.0
TRIM29,1,0.0
CLIP4,1,0.0
ADAM12,1,0.0
TSPAN13,1,0.0
ZNF564,1,0.0
H3C6,1,0.0
ACTR8,1,0.0
SLC25A6,1,0.0
PANK3,1,0.0
TADA2A,1,0.0
CYP3A4,1,0.0
TRIML2,1,0.0
CCDC146,1,0.0
GIPC2,1,0.0
PRDX4,1,0.0
DBX1,1,0.0
AKAP13,1,0.0
WDR43,1,0.0
ATP4B,1,0.0
ABRAXAS2,1,0.0
ZNF385D,1,0.0
TK1,1,0.0
CCDC197,1,0.0
SRSF9,1,0.0
RIMS2,1,0.0
GLP2R,1,0.0
CFLAR,1,0.0
DACT3,1,0.0
SH2D5,1,0.0
MYF5,1,0.0
KLHL40,1,0.0
FLNA,1,0.0
PI4KA,1,0.0
OR8B2,1,0.0
LIN7A,1,0.0
ZRANB2,1,0.0
ARL15,1,0.0
MRPS6,1,0.0
PCDHB15,1,0.0
TAS2R43,1,0.0
RSPH3,1,0.0
SLC9C1,1,0.0
TAP2,1,0.0
SERF1B,1,0.0
SLC22A10,1,0.0
ZNF679,1,0.0
LILRA2,1,0.0
PTH2R,1,0.0
FUT6,1,0.0
WAS,1,0.0
RPP14,1,0.0
SLC25A5,1,0.0
PARP2,1,0.0
SPESP1,1,0.0
IL7,1,0.0
CWC27,1,0.0
MPV17L,1,0.0
SHOC1,1,0.0
H2BC11,1,0.0
ZNF736,1,0.0
NFIC,1,0.0
NCOR2,1,0.0
WFDC6,1,0.0
NSUN5,1,0.0
INSL5,1,0.0
GAD2,1,0.0
EPHB6,1,0.0
ZC2HC1B,1,0.0
TNFRSF6B,1,0.0
WBP1,1,0.0
GNAQ,1,0.0
NAPRT,1,0.0
NDUFC2-KCTD14,1,0.0
KCNK7,1,0.0
TNP2,1,0.0
SPRR4,1,0.0
PDZD3,1,0.0
KRT73,1,0.0
IRAK4,1,0.0
KRT74,1,0.0
CATSPERB,1,0.0
OTOR,1,0.0
LGALS4,1,0.0
TERB2,1,0.0
CCDC107,1,0.0
SSTR4,1,0.0
CLEC20A,1,0.0
NIPA2,1,0.0
CCDC42,1,0.0
DEFB131B,1,0.0
USP17L13,1,0.0
LDLRAD2,1,0.0
UBD,1,0.0
AMHR2,1,0.0
KLRC2,1,0.0
LMLN2,1,0.0
TKT,1,0.0
EIF4G2,1,0.0
ATXN2L,1,0.0
BRDT,1,0.0
ASAH2,1,0.0
ZNF710,1,0.0
HIPK3,1,0.0
ATP6V0A4,1,0.0
PKD1L2,1,0.0
LMOD3,1,0.0
CLEC12B,1,0.0
GOLGA8N,1,0.0
CST6,1,0.0
ELOVL3,1,0.0
HCAR1,1,0.0
ANKRD35,1,0.0
PLA2G2E,1,0.0
KAZALD1,1,0.0
TMEM132E,1,0.0
LYPD6B,1,0.0
FABP6,1,0.0
CA5A,1,0.0
P2RY4,1,0.0
RAG2,1,0.0
STK31,1,0.0
NUDT6,1,0.0
ARHGEF33,1,0.0
ASTE1,1,0.0
HES2,1,0.0
KRT72,1,0.0
ST3GAL1,1,0.0
PIGU,1,0.0
ARHGEF25,1,0.0
NOMO2,1,0.0
RPS11,1,0.0
ZNF587,1,0.0
NEK5,1,0.0
ZNF727,1,0.0
DAB2IP,1,0.0
AFAP1,1,0.0
IFNE,1,0.0
AQP5,1,0.0
TEAD3,1,0.0
SLC11A1,1,0.0
MICB,1,0.0
VAX2,1,0.0
SLC16A8,1,0.0
ELAPOR2,1,0.0
RUSC2,1,0.0
OR5AS1,1,0.0
FPGT,1,0.0
PPTC7,1,0.0
TSPAN3,1,0.0
TSPAN9,1,0.0
FOLR3,1,0.0
CD207,1,0.0
ADAM15,1,0.0
STKLD1,1,0.0
GPBAR1,1,0.0
TP53TG3,1,0.0
IL1RAPL2,1,0.0
PRICKLE4,1,0.0
TAS2R31,1,0.0
OR10AD1,1,0.0
SLC24A5,1,0.0
CCDC9,1,0.0
GPHB5,1,0.0
TAS2R1,1,0.0
ETV3L,1,0.0
BRD9,1,0.0
CUEDC1,1,0.0
PPP1R2B,1,0.0
ACOT12,1,0.0
OAS2,1,0.0
HTATIP2,1,0.0
OR4C12,1,0.0
SLC39A1,1,0.0
OC90,1,0.0
SNCG,1,0.0
CLASRP,1,0.0
CD200R1L,1,0.0
DMRT2,1,0.0
PAGE5,1,0.0
CUZD1,1,0.0
SYNDIG1L,1,0.0
PAMR1,1,0.0
PHF11,1,0.0
TMEM106B,1,0.0
SOCS6,1,0.0
KISS1,1,0.0
CD46,1,0.0
GLIPR1L2,1,0.0
FAM228A,1,0.0
OTUD7A,1,0.0
WFS1,1,0.0
RITA1,1,0.0
DOK4,1,0.0
NOBOX,1,0.0
PKIA,1,0.0
ITGA6,1,0.0
CETN2,1,0.0
DEFB132,1,0.0
CNPY2,1,0.0
HHIPL1,1,0.0
CEACAM21,1,0.0
ACSS3,1,0.0
ACKR4,1,0.0
TUBB6,1,0.0
SPATS1,1,0.0
UPB1,1,0.0
MUC3A,1,0.0
CLEC7A,1,0.0
CYP2F1,1,0.0
HYI,1,0.0
CENPB,1,0.0
FBN1,1,0.0
RPL29,1,0.0
ATP6V1F,1,0.0
FASLG,1,0.0
GDF11,1,0.0
CCR7,1,0.0
CALB2,1,0.0
HTR1D,1,0.0
MX1,1,0.0
OR10A7,1,0.0
LRRC24,1,0.0
GADD45G,1,0.0
DTX3L,1,0.0
ARHGAP42,1,0.0
TUBA3E,1,0.0
CORT,1,0.0
MCF2L2,1,0.0
XKR5,1,0.0
GPR12,1,0.0
KRTAP10-9,1,0.0
PLAGL2,1,0.0
DEFB127,1,0.0
MT-ND4,1,0.0
CNN3,1,0.0
