gene,in_variance_set,in_centrality_set,in_kegg_set,n_sources,variance_rank,centrality_rank,ensg_ids,biotype
RNU6-9,False,True,False,1,,3726.0,ENSG00000207507,SNRNA
RNU6-91P,False,True,False,1,,679.0,ENSG00000272439,SNRNA
RNU6-97P,False,True,False,1,,753.0,ENSG00000200257,SNRNA
RNU6-998P,False,True,False,1,,1893.0,ENSG00000251703,SNRNA
RNU6ATAC,False,True,False,1,,4453.0,ENSG00000221676,SNRNA
RNU6ATAC16P,False,True,False,1,,3320.0,ENSG00000221518,SNRNA
RNU7-70P,False,True,False,1,,2404.0,ENSG00000252750,SNRNA
RNU7-73P,False,True,False,1,,611.0,ENSG00000239105,SNRNA
RNU7-84P,False,True,False,1,,889.0,ENSG00000251892,SNRNA
RNU7-96P,False,True,False,1,,1403.0,ENSG00000238719,SNRNA
RNVU1-18,True,True,False,2,620.0,2739.0,ENSG00000206737,SNRNA
RNVU1-27,False,True,False,1,,3896.0,ENSG00000274210,SNRNA
RNVU1-29,True,True,False,2,621.0,2818.0,ENSG00000273768,SNRNA
RNVU1-7,True,False,False,1,1565.0,,ENSG00000206585,SNRNA
RNY1,True,False,False,1,3386.0,,ENSG00000201098,MISC_RNA
RNY1P13,False,True,False,1,,1363.0,ENSG00000201900,MISC_RNA
RNY1P15,False,True,False,1,,1419.0,ENSG00000222351,MISC_RNA
RNY1P4,False,True,False,1,,2085.0,ENSG00000207325,MISC_RNA
RNY3,False,True,False,1,,3997.0,ENSG00000202354,MISC_RNA
RNY3P13,False,True,False,1,,4883.0,ENSG00000202412,MISC_RNA
RNY4P25,False,True,False,1,,2652.0,ENSG00000238711,MISC_RNA
RORA-AS2,False,True,False,1,,846.0,ENSG00000259482,LNCRNA
RPL10AP2,False,True,False,1,,3647.0,ENSG00000188873,PROCESSED_PSEUDOGENE
RPL10P14,False,True,False,1,,2599.0,ENSG00000260031,PROCESSED_PSEUDOGENE
RPL10P2,False,True,False,1,,3362.0,ENSG00000174572,PROCESSED_PSEUDOGENE
RPL10P4,False,True,False,1,,3402.0,ENSG00000238003,PROCESSED_PSEUDOGENE
RPL10P6,True,False,False,1,2514.0,,ENSG00000230076,PROCESSED_PSEUDOGENE
RPL12P17,False,True,False,1,,1765.0,"ENSG00000224839,ENSG00000285271",PROCESSED_PSEUDOGENE
RPL12P20,False,True,False,1,,1014.0,ENSG00000239627,PROCESSED_PSEUDOGENE
RPL12P24,False,True,False,1,,1928.0,ENSG00000243601,PROCESSED_PSEUDOGENE
RPL12P33,False,True,False,1,,1190.0,ENSG00000244585,PROCESSED_PSEUDOGENE
RPL12P38,False,True,False,1,,4242.0,ENSG00000213228,TRANSCRIBED_PROCESSED_PSEUDOGENE
RPL15P13,False,True,False,1,,1234.0,ENSG00000226428,PROCESSED_PSEUDOGENE
RPL15P2,False,True,False,1,,1461.0,ENSG00000240914,PROCESSED_PSEUDOGENE
RPL15P20,False,True,False,1,,3940.0,"ENSG00000215003,ENSG00000282445",PROCESSED_PSEUDOGENE
RPL17P17,False,True,False,1,,4329.0,ENSG00000223409,PROCESSED_PSEUDOGENE
RPL17P34,False,True,False,1,,3584.0,ENSG00000213432,PROCESSED_PSEUDOGENE
RPL17P41,False,True,False,1,,1811.0,ENSG00000213179,PROCESSED_PSEUDOGENE
RPL17P44,False,True,False,1,,3127.0,ENSG00000241088,PROCESSED_PSEUDOGENE
RPL19P21,False,True,False,1,,2852.0,ENSG00000230508,PROCESSED_PSEUDOGENE
RPL21P104,False,True,False,1,,3945.0,ENSG00000242922,PROCESSED_PSEUDOGENE
RPL21P111,False,True,False,1,,1833.0,ENSG00000237109,PROCESSED_PSEUDOGENE
RPL21P126,False,True,False,1,,1563.0,ENSG00000242320,PROCESSED_PSEUDOGENE
RPL21P127,False,True,False,1,,1411.0,ENSG00000243720,PROCESSED_PSEUDOGENE
RPL21P131,False,True,False,1,,1388.0,ENSG00000232429,PROCESSED_PSEUDOGENE
RPL21P16,True,False,False,1,4489.0,,ENSG00000220842,PROCESSED_PSEUDOGENE
RPL21P18,False,True,False,1,,2339.0,ENSG00000213343,PROCESSED_PSEUDOGENE
RPL21P33,False,True,False,1,,1655.0,ENSG00000237024,PROCESSED_PSEUDOGENE
RPL21P34,False,True,False,1,,2931.0,ENSG00000238180,PROCESSED_PSEUDOGENE
RPL21P5,False,True,False,1,,4658.0,ENSG00000258640,PROCESSED_PSEUDOGENE
RPL21P7,False,True,False,1,,1238.0,ENSG00000258613,PROCESSED_PSEUDOGENE
RPL21P8,False,True,False,1,,4238.0,ENSG00000180662,PROCESSED_PSEUDOGENE
RPL21P91,False,True,False,1,,2040.0,ENSG00000224907,PROCESSED_PSEUDOGENE
RPL22P1,True,False,False,1,1417.0,,ENSG00000213178,PROCESSED_PSEUDOGENE
RPL23AP36,False,True,False,1,,3683.0,ENSG00000225124,PROCESSED_PSEUDOGENE
RPL23AP42,True,False,False,1,38.0,,ENSG00000234851,PROCESSED_PSEUDOGENE
RPL23AP64,False,True,False,1,,4856.0,"ENSG00000240970,ENSG00000281913",PROCESSED_PSEUDOGENE
RPL23AP75,False,True,False,1,,4394.0,ENSG00000240125,PROCESSED_PSEUDOGENE
RPL23P5,False,True,False,1,,1252.0,ENSG00000230406,PROCESSED_PSEUDOGENE
RPL24P9,False,True,False,1,,3972.0,ENSG00000225722,PROCESSED_PSEUDOGENE
RPL26P26,False,True,False,1,,2521.0,ENSG00000242595,PROCESSED_PSEUDOGENE
RPL26P37,False,True,False,1,,3188.0,ENSG00000235175,PROCESSED_PSEUDOGENE
RPL31P20,False,True,False,1,,687.0,ENSG00000229756,PROCESSED_PSEUDOGENE
RPL31P7,False,True,False,1,,4004.0,ENSG00000232083,PROCESSED_PSEUDOGENE
RPL32P15,False,True,False,1,,2712.0,ENSG00000213461,PROCESSED_PSEUDOGENE
RPL32P18,False,True,False,1,,3463.0,ENSG00000146677,PROCESSED_PSEUDOGENE
RPL32P20,False,True,False,1,,3820.0,ENSG00000243537,PROCESSED_PSEUDOGENE
RPL32P3,False,True,False,1,,3894.0,ENSG00000251474,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
RPL32P31,False,True,False,1,,3206.0,ENSG00000213128,PROCESSED_PSEUDOGENE
RPL34P1,False,True,False,1,,3865.0,ENSG00000237049,PROCESSED_PSEUDOGENE
RPL34P26,False,True,False,1,,1784.0,ENSG00000223676,PROCESSED_PSEUDOGENE
RPL34P31,False,True,False,1,,1249.0,ENSG00000239223,PROCESSED_PSEUDOGENE
RPL34P34,False,True,False,1,,1792.0,ENSG00000236312,PROCESSED_PSEUDOGENE
RPL35AP33,False,True,False,1,,1666.0,ENSG00000241334,PROCESSED_PSEUDOGENE
RPL35P4,False,True,False,1,,1764.0,ENSG00000213783,PROCESSED_PSEUDOGENE
RPL36AP21,False,True,False,1,,4079.0,ENSG00000240785,TRANSCRIBED_PROCESSED_PSEUDOGENE
RPL39P26,False,True,False,1,,1534.0,ENSG00000240454,PROCESSED_PSEUDOGENE
RPL3P1,False,True,False,1,,3890.0,ENSG00000228149,PROCESSED_PSEUDOGENE
RPL3P3,False,True,False,1,,1467.0,ENSG00000243388,PROCESSED_PSEUDOGENE
RPL3P4,True,False,False,1,145.0,,ENSG00000232573,PROCESSED_PSEUDOGENE
RPL3P6,False,True,False,1,,4392.0,ENSG00000213891,PROCESSED_PSEUDOGENE
RPL3P7,False,True,False,1,,2727.0,ENSG00000225093,PROCESSED_PSEUDOGENE
RPL3P8,False,True,False,1,,1155.0,ENSG00000232199,PROCESSED_PSEUDOGENE
RPL41P2,True,False,False,1,2436.0,,"ENSG00000256338,ENSG00000282105",PROCESSED_PSEUDOGENE
RPL4P7,False,True,False,1,,2899.0,ENSG00000224442,PROCESSED_PSEUDOGENE
RPL6P25,False,True,False,1,,1632.0,ENSG00000213270,PROCESSED_PSEUDOGENE
RPL6P6,False,True,False,1,,2212.0,ENSG00000231063,PROCESSED_PSEUDOGENE
RPL7AP44,False,True,False,1,,4364.0,ENSG00000231562,PROCESSED_PSEUDOGENE
RPL7L1P10,False,True,False,1,,4224.0,ENSG00000237322,PROCESSED_PSEUDOGENE
RPL7P14,False,True,False,1,,2714.0,ENSG00000232994,PROCESSED_PSEUDOGENE
RPL7P3,True,True,False,2,3009.0,4820.0,ENSG00000226094,PROCESSED_PSEUDOGENE
RPL7P47,False,True,False,1,,1853.0,ENSG00000228071,PROCESSED_PSEUDOGENE
RPL7P51,False,True,False,1,,3110.0,ENSG00000243469,PROCESSED_PSEUDOGENE
RPL7P6,False,True,False,1,,2435.0,ENSG00000227525,PROCESSED_PSEUDOGENE
RPL9P18,False,True,False,1,,4391.0,ENSG00000213309,PROCESSED_PSEUDOGENE
RPL9P33,False,True,False,1,,4396.0,ENSG00000244071,PROCESSED_PSEUDOGENE
RPLP0P8,False,True,False,1,,1712.0,ENSG00000244640,PROCESSED_PSEUDOGENE
RPLP0P9,True,False,False,1,196.0,,ENSG00000229119,PROCESSED_PSEUDOGENE
RPLP1P5,False,True,False,1,,2634.0,ENSG00000214657,PROCESSED_PSEUDOGENE
RPPH1,True,False,False,1,31.0,,ENSG00000277209,RIBOZYME
RPS12P23,False,True,False,1,,1954.0,ENSG00000180172,PROCESSED_PSEUDOGENE
RPS15AP40,False,True,False,1,,2942.0,ENSG00000233921,PROCESSED_PSEUDOGENE
RPS16P5,False,True,False,1,,945.0,ENSG00000217527,TRANSCRIBED_PROCESSED_PSEUDOGENE
RPS18P12,False,True,False,1,,1333.0,ENSG00000230897,PROCESSED_PSEUDOGENE
RPS18P13,False,True,False,1,,1336.0,ENSG00000243455,PROCESSED_PSEUDOGENE
RPS18P6,False,True,False,1,,1593.0,ENSG00000244048,PROCESSED_PSEUDOGENE
RPS20P15,False,True,False,1,,3401.0,ENSG00000227523,PROCESSED_PSEUDOGENE
RPS23P2,False,True,False,1,,2102.0,ENSG00000213448,PROCESSED_PSEUDOGENE
RPS27AP10,False,True,False,1,,1271.0,ENSG00000240974,PROCESSED_PSEUDOGENE
RPS27AP11,False,True,False,1,,3815.0,ENSG00000218208,PROCESSED_PSEUDOGENE
RPS27AP3,False,True,False,1,,3729.0,ENSG00000226144,PROCESSED_PSEUDOGENE
RPS27P16,False,True,False,1,,2264.0,ENSG00000225907,PROCESSED_PSEUDOGENE
RPS28P7,True,False,False,1,1078.0,,ENSG00000227097,PROCESSED_PSEUDOGENE
RPS29P22,False,True,False,1,,1016.0,ENSG00000240873,PROCESSED_PSEUDOGENE
RPS2P15,False,True,False,1,,928.0,ENSG00000235440,PROCESSED_PSEUDOGENE
RPS2P36,False,True,False,1,,2468.0,ENSG00000227032,PROCESSED_PSEUDOGENE
RPS2P44,False,True,False,1,,2469.0,ENSG00000243609,PROCESSED_PSEUDOGENE
RPS2P5,True,False,False,1,484.0,,ENSG00000240342,PROCESSED_PSEUDOGENE
RPS3AP12,False,True,False,1,,4702.0,ENSG00000236804,PROCESSED_PSEUDOGENE
RPS3AP25,False,True,False,1,,3628.0,ENSG00000232385,PROCESSED_PSEUDOGENE
RPS3AP36,False,True,False,1,,1188.0,ENSG00000214362,PROCESSED_PSEUDOGENE
RPS3AP49,False,True,False,1,,916.0,ENSG00000242060,PROCESSED_PSEUDOGENE
RPS7P4,False,True,False,1,,4564.0,ENSG00000229133,PROCESSED_PSEUDOGENE
RPSAP16,False,True,False,1,,1710.0,ENSG00000235145,PROCESSED_PSEUDOGENE
RPSAP49,False,True,False,1,,3625.0,ENSG00000226327,PROCESSED_PSEUDOGENE
RSU1P3,False,True,False,1,,393.0,ENSG00000213659,PROCESSED_PSEUDOGENE
RTCA-AS1,False,True,False,1,,4116.0,ENSG00000224616,LNCRNA
RUFY1-AS1,False,True,False,1,,4332.0,"ENSG00000244945,ENSG00000283808",LNCRNA
RWDD3-DT,False,True,False,1,,1007.0,ENSG00000226026,LNCRNA
SALL4P7,False,True,False,1,,4798.0,ENSG00000258692,TRANSCRIBED_PROCESSED_PSEUDOGENE
SALRNA3,False,True,False,1,,2615.0,ENSG00000281264,LNCRNA
SAMMSON,False,True,False,1,,1140.0,ENSG00000240405,LNCRNA
SAP30L-AS1,False,True,False,1,,3238.0,ENSG00000245275,LNCRNA
SCARNA1,False,True,False,1,,3632.0,ENSG00000252947,SCARNA
SCARNA10,True,True,False,2,179.0,3126.0,ENSG00000239002,SNORNA
SCARNA12,True,False,False,1,1103.0,,ENSG00000238795,SNORNA
SCARNA13,True,False,False,1,579.0,,ENSG00000252481,SCARNA
SCARNA2,True,False,False,1,300.0,,ENSG00000278249,SCARNA
SCARNA21,True,True,False,2,2029.0,2669.0,ENSG00000252835,SCARNA
SCARNA3,False,True,False,1,,308.0,ENSG00000252906,SCARNA
SCARNA5,True,True,False,2,1011.0,3282.0,"ENSG00000252010,ENSG00000280652",SCARNA
SCARNA6,True,True,False,2,4385.0,4139.0,"ENSG00000251791,ENSG00000281388",SCARNA
SCARNA7,True,False,False,1,352.0,,ENSG00000238741,SCARNA
SCARNA9,True,False,False,1,4796.0,,ENSG00000254911,LNCRNA
SCAT1,False,True,False,1,,4082.0,ENSG00000267123,LNCRNA
SCN1A-AS1,False,True,False,1,,528.0,ENSG00000236107,LNCRNA
SDAD1-AS1,False,True,False,1,,3280.0,ENSG00000245928,LNCRNA
SDCBP2-AS1,False,True,False,1,,3590.0,ENSG00000234684,LNCRNA
SDHAP3,False,True,False,1,,1484.0,ENSG00000185986,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
SDHAP4,False,True,False,1,,587.0,ENSG00000214135,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
SEC24B-AS1,False,True,False,1,,4704.0,ENSG00000247950,LNCRNA
SEMA3F-AS1,False,True,False,1,,3818.0,ENSG00000235016,LNCRNA
SEMA6A-AS1,False,True,False,1,,4120.0,ENSG00000248445,LNCRNA
SENCR,True,False,False,1,3806.0,,ENSG00000254703,LNCRNA
SEPSECS-AS1,False,True,False,1,,567.0,ENSG00000281501,LNCRNA
SEPTIN7P12,False,True,False,1,,3508.0,ENSG00000275562,UNPROCESSED_PSEUDOGENE
SEPTIN7P14,False,True,False,1,,1404.0,ENSG00000245958,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
SETP10,False,True,False,1,,3891.0,ENSG00000231905,PROCESSED_PSEUDOGENE
SFTPD-AS1,False,True,False,1,,323.0,ENSG00000273372,LNCRNA
SH3BP5-AS1,False,True,False,1,,3064.0,ENSG00000224660,LNCRNA
SH3GL1P1,False,True,False,1,,684.0,ENSG00000266777,TRANSCRIBED_PROCESSED_PSEUDOGENE
SHISA5P2,False,True,False,1,,1006.0,ENSG00000203397,PROCESSED_PSEUDOGENE
SHLD2P2,False,True,False,1,,799.0,ENSG00000259096,PROCESSED_PSEUDOGENE
SINHCAFP3,True,False,False,1,571.0,,ENSG00000253488,PROCESSED_PSEUDOGENE
SKAP1-AS2,False,True,False,1,,4822.0,ENSG00000235300,LNCRNA
SLC16A4-AS1,False,True,False,1,,2473.0,ENSG00000273373,LNCRNA
SLC22A20P,False,True,False,1,,3049.0,ENSG00000197847,TRANSCRIBED_UNITARY_PSEUDOGENE
SLC25A3P1,False,True,False,1,,650.0,ENSG00000236253,TRANSCRIBED_PROCESSED_PSEUDOGENE
SLC25A5-AS1,False,True,False,1,,4001.0,ENSG00000224281,LNCRNA
SLC26A4-AS1,False,True,False,1,,2069.0,ENSG00000233705,LNCRNA
SLC2A3P1,True,False,False,1,1324.0,,ENSG00000253861,PROCESSED_PSEUDOGENE
SLC2A3P2,False,True,False,1,,2100.0,ENSG00000185031,PROCESSED_PSEUDOGENE
SLC41A3-AS1,False,True,False,1,,3025.0,ENSG00000250012,LNCRNA
SLC8A1-AS1,True,False,False,1,1867.0,,ENSG00000227028,LNCRNA
SLC9A3-AS1,True,False,False,1,3322.0,,ENSG00000225138,LNCRNA
SLC9A9-AS1,False,True,False,1,,2112.0,ENSG00000240012,LNCRNA
SMC2-DT,False,True,False,1,,251.0,ENSG00000270332,LNCRNA
SMC5-DT,False,True,False,1,,3262.0,ENSG00000268364,LNCRNA
SMCR5,False,True,False,1,,3382.0,ENSG00000226746,LNCRNA
SMG1P1,False,True,False,1,,3846.0,ENSG00000237296,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
SMG1P3,True,True,False,2,3744.0,4419.0,ENSG00000180747,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
SMIM14-DT,False,True,False,1,,2786.0,ENSG00000255458,LNCRNA
SMPD4BP,True,True,False,2,4249.0,2845.0,ENSG00000152117,TRANSCRIBED_PROCESSED_PSEUDOGENE
SMYD3-AS1,False,True,False,1,,1370.0,ENSG00000226876,LNCRNA
SNHG18,True,False,False,1,4412.0,,ENSG00000250786,LNCRNA
SNHG22,True,False,False,1,3347.0,,ENSG00000267322,LNCRNA
SNORA11,False,True,False,1,,4791.0,ENSG00000221716,SNORNA
SNORA11F,False,True,False,1,,1628.0,ENSG00000221164,SNORNA
SNORA12,False,True,False,1,,2230.0,ENSG00000212464,SNORNA
SNORA16B,False,True,False,1,,1722.0,ENSG00000201544,SNORNA
SNORA20,False,True,False,1,,3888.0,ENSG00000207392,SNORNA
SNORA22,False,True,False,1,,2586.0,ENSG00000206634,SNORNA
SNORA23,False,True,False,1,,4115.0,ENSG00000201998,SNORNA
SNORA28,False,True,False,1,,729.0,ENSG00000272533,SNORNA
SNORA2C,False,True,False,1,,4913.0,ENSG00000221491,SNORNA
SNORA31,False,True,False,1,,4699.0,ENSG00000199477,SNORNA
SNORA33,False,True,False,1,,2338.0,ENSG00000200534,SNORNA
SNORA37,False,True,False,1,,2039.0,ENSG00000207233,SNORNA
SNORA3B,False,True,False,1,,4137.0,ENSG00000212607,SNORNA
SNORA46,False,True,False,1,,4562.0,ENSG00000207493,SNORNA
SNORA47,False,True,False,1,,4193.0,ENSG00000238961,SNORNA
SNORA48,True,False,False,1,3810.0,,ENSG00000209582,SNORNA
SNORA49,False,True,False,1,,4746.0,ENSG00000208892,SNORNA
SNORA50A,False,True,False,1,,1456.0,"ENSG00000206952,ENSG00000281910",SNORNA
SNORA53,True,False,False,1,3245.0,,ENSG00000212443,SNORNA
SNORA5A,False,True,False,1,,4096.0,ENSG00000206838,SNORNA
SNORA5C,False,True,False,1,,2204.0,ENSG00000201772,SNORNA
SNORA63,True,False,False,1,4546.0,,ENSG00000200320,SNORNA
SNORA65,False,True,False,1,,1983.0,ENSG00000201302,SNORNA
SNORA66,False,True,False,1,,1395.0,ENSG00000207523,SNORNA
SNORA70G,False,True,False,1,,727.0,ENSG00000206650,SNORNA
SNORA73A,True,True,False,2,436.0,3897.0,ENSG00000274266,SNORNA
SNORA73B,True,True,False,2,536.0,3092.0,ENSG00000200087,SNORNA
SNORA74D,False,True,False,1,,3128.0,ENSG00000252213,SNORNA
SNORA79B,False,True,False,1,,4915.0,ENSG00000222489,SNORNA
SNORD100,False,True,False,1,,3438.0,ENSG00000221500,SNORNA
SNORD104,False,True,False,1,,4290.0,ENSG00000199753,SNORNA
SNORD13,False,True,False,1,,3892.0,ENSG00000239039,SNORNA
SNORD14A,False,True,False,1,,3475.0,ENSG00000272034,SNORNA
SNORD15B,False,True,False,1,,2577.0,ENSG00000207445,SNORNA
SNORD17,True,False,False,1,820.0,,ENSG00000212232,SNORNA
SNORD3A,True,False,False,1,64.0,,ENSG00000263934,SNORNA
SNORD3B-1,True,False,False,1,4368.0,,ENSG00000265185,SNORNA
SNORD3C,True,False,False,1,1595.0,,ENSG00000264940,SNORNA
SNORD3D,True,False,False,1,500.0,,"ENSG00000277947,ENSG00000281000",SNORNA
SNORD46,False,True,False,1,,4700.0,ENSG00000200913,SNORNA
SNORD59A,False,True,False,1,,4481.0,ENSG00000207031,SNORNA
SNORD6,False,True,False,1,,4136.0,ENSG00000202314,SNORNA
SNORD62A,False,True,False,1,,4794.0,ENSG00000235284,SNORNA
SNORD62B,False,True,False,1,,4793.0,ENSG00000231587,SNORNA
SNORD89,False,True,False,1,,3317.0,ENSG00000212283,SNORNA
SNORD94,False,True,False,1,,1182.0,ENSG00000208772,SNORNA
SNRPGP18,False,True,False,1,,4.0,ENSG00000257979,PROCESSED_PSEUDOGENE
SNX19P2,False,True,False,1,,2530.0,ENSG00000235500,PROCESSED_PSEUDOGENE
SORBS2-AS1,True,True,False,2,2332.0,4619.0,ENSG00000233110,LNCRNA
SORL1-AS1,False,True,False,1,,1099.0,ENSG00000246790,LNCRNA
SOX1-OT,False,True,False,1,,550.0,ENSG00000224243,LNCRNA
SOX2-OT,False,True,False,1,,1881.0,ENSG00000242808,LNCRNA
SOX5-AS1,False,True,False,1,,541.0,ENSG00000256120,LNCRNA
SOX9-AS1,False,True,False,1,,2079.0,ENSG00000234899,LNCRNA
SPAG16-DT,False,True,False,1,,1222.0,ENSG00000196096,LNCRNA
SPAG5-AS1,False,True,False,1,,3705.0,ENSG00000227543,LNCRNA
SPANXA2-OT1,False,True,False,1,,3305.0,ENSG00000277215,LNCRNA
SPATA31B1P,False,True,False,1,,1917.0,ENSG00000231649,UNPROCESSED_PSEUDOGENE
SPATA31D5P,False,True,False,1,,370.0,ENSG00000240632,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
SPCS2P4,True,False,False,1,3482.0,,ENSG00000228589,PROCESSED_PSEUDOGENE
SPTBN1-AS1,False,True,False,1,,2123.0,ENSG00000228108,LNCRNA
SRD5A3-AS1,False,True,False,1,,2785.0,ENSG00000249700,LNCRNA
SRGAP2D,True,False,False,1,3010.0,,ENSG00000270872,UNPROCESSED_PSEUDOGENE
SRGAP3-AS2,False,True,False,1,,1579.0,ENSG00000228723,LNCRNA
SRGAP3-AS3,False,True,False,1,,2460.0,ENSG00000227929,LNCRNA
SRMP2,False,True,False,1,,351.0,ENSG00000258485,PROCESSED_PSEUDOGENE
SRP9P1,True,False,False,1,2657.0,,ENSG00000180581,PROCESSED_PSEUDOGENE
SRRM2-AS1,False,True,False,1,,3220.0,ENSG00000205913,LNCRNA
SSX6P,False,True,False,1,,3344.0,ENSG00000171483,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
ST7-AS2,False,True,False,1,,2205.0,ENSG00000226367,LNCRNA
ST8SIA5-DT,False,True,False,1,,3242.0,ENSG00000270112,LNCRNA
STAG3L5P,False,True,False,1,,854.0,ENSG00000242294,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
STAG3L5P-PVRIG2P-PILRB,True,False,False,1,3316.0,,ENSG00000272752,LNCRNA
STARD4-AS1,True,False,False,1,3909.0,,ENSG00000246859,LNCRNA
STX17-DT,False,True,False,1,,3540.0,ENSG00000255145,LNCRNA
STX18-AS1,False,True,False,1,,222.0,ENSG00000247708,LNCRNA
STX18-IT1,False,True,False,1,,910.0,ENSG00000248221,LNCRNA
SUMO2P8,False,True,False,1,,12.0,ENSG00000228976,PROCESSED_PSEUDOGENE
TAGAP-AS1,False,True,False,1,,436.0,ENSG00000271913,LNCRNA
TALAM1,True,False,False,1,1411.0,,ENSG00000289740,LNCRNA
TATDN1P1,False,True,False,1,,391.0,ENSG00000234369,PROCESSED_PSEUDOGENE
TBX5-AS1,True,False,False,1,793.0,,ENSG00000255399,LNCRNA
TCAF1P1,True,False,False,1,1883.0,,ENSG00000223459,UNPROCESSED_PSEUDOGENE
TCF4-AS1,False,True,False,1,,1610.0,ENSG00000267028,LNCRNA
TCF4-AS2,False,True,False,1,,4226.0,ENSG00000267402,LNCRNA
TCL6,False,True,False,1,,4847.0,ENSG00000187621,LNCRNA
TEKT4P2,True,False,False,1,2298.0,,ENSG00000188681,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
TET2-AS1,False,True,False,1,,1440.0,ENSG00000251586,LNCRNA
TGFB2-OT1,True,False,False,1,2649.0,,ENSG00000281453,LNCRNA
THAP12P2,False,True,False,1,,1883.0,ENSG00000243915,PROCESSED_PSEUDOGENE
THBS1-IT1,True,False,False,1,4348.0,,ENSG00000276107,LNCRNA
THBS2-AS1,True,False,False,1,4452.0,,ENSG00000226445,LNCRNA
THRB-AS1,False,True,False,1,,4656.0,ENSG00000228791,LNCRNA
THRB-IT1,False,True,False,1,,2901.0,ENSG00000224822,LNCRNA
THY1-AS1,True,False,False,1,1477.0,,ENSG00000263873,LNCRNA
TMCC1-DT,False,True,False,1,,1776.0,ENSG00000271270,LNCRNA
TMED2-DT,False,True,False,1,,2436.0,ENSG00000247373,LNCRNA
TMEM147-AS1,False,True,False,1,,888.0,ENSG00000236144,LNCRNA
TMEM14EP,False,True,False,1,,339.0,ENSG00000221962,TRANSCRIBED_PROCESSED_PSEUDOGENE
TMEM161B-DT,False,True,False,1,,1381.0,ENSG00000247828,LNCRNA
TMEM212-AS1,False,True,False,1,,257.0,ENSG00000234717,LNCRNA
TMEM72-AS1,False,True,False,1,,2900.0,ENSG00000224812,LNCRNA
TMEM9B-AS1,False,True,False,1,,2555.0,ENSG00000254860,LNCRNA
TNPO1P1,False,True,False,1,,3221.0,ENSG00000225423,PROCESSED_PSEUDOGENE
TPM1-AS,True,False,False,1,1557.0,,ENSG00000259498,LNCRNA
TPTEP2,False,True,False,1,,817.0,ENSG00000244627,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
TRAC,True,False,False,1,3629.0,,ENSG00000277734,TR_C_GENE
TRAF3IP2-AS1,False,True,False,1,,1148.0,ENSG00000231889,LNCRNA
TRAV12-3,False,True,False,1,,4452.0,ENSG00000211794,TR_V_GENE
TRAV13-1,False,True,False,1,,3998.0,ENSG00000211788,TR_V_GENE
TRAV2,False,True,False,1,,4361.0,ENSG00000211776,TR_V_GENE
TRAV21,False,True,False,1,,4264.0,ENSG00000211801,TR_V_GENE
TRAV23DV6,False,True,False,1,,4654.0,ENSG00000211803,TR_V_GENE
TRAV26-1,False,True,False,1,,4311.0,ENSG00000211807,TR_V_GENE
TRAV4,False,True,False,1,,3235.0,ENSG00000211778,TR_V_GENE
TRAV8-2,False,True,False,1,,3813.0,ENSG00000211786,TR_V_GENE
TRAV8-6,False,True,False,1,,3970.0,ENSG00000211795,TR_V_GENE
TRAV9-2,False,True,False,1,,4073.0,ENSG00000211793,TR_V_GENE
TRBC2,True,False,False,1,1204.0,,"ENSG00000211772,ENSG00000276849",TR_C_GENE
TRBV2,False,True,False,1,,4455.0,"ENSG00000226660,ENSG00000282568",TR_V_GENE
TRBV29-1,False,True,False,1,,4118.0,"ENSG00000232869,ENSG00000282628",TR_V_GENE
TRBV3-1,False,True,False,1,,4800.0,"ENSG00000237702,ENSG00000282624",TR_V_GENE
TRBV5-1,False,True,False,1,,3767.0,"ENSG00000211734,ENSG00000282803",TR_V_GENE
TRDN-AS1,True,True,False,2,642.0,3351.0,ENSG00000235535,LNCRNA
TRGC2,False,True,False,1,,3627.0,ENSG00000227191,TR_C_GENE
TRMT61A-DT,False,True,False,1,,542.0,ENSG00000260285,LNCRNA
TSBP1-AS1,False,True,False,1,,909.0,"ENSG00000224507,ENSG00000225834,ENSG00000225914,ENSG00000226228,ENSG00000228738,ENSG00000229903,ENSG00000230602,ENSG00000235135",LNCRNA
TSEN15P2,False,True,False,1,,3078.0,ENSG00000230604,PROCESSED_PSEUDOGENE
TTC28-AS1,False,True,False,1,,2867.0,ENSG00000235954,LNCRNA
TTLL7-IT1,False,True,False,1,,95.0,ENSG00000233061,LNCRNA
TTN-AS1,True,False,False,1,1799.0,,ENSG00000237298,LNCRNA
TUB-AS1,False,True,False,1,,4431.0,ENSG00000248332,LNCRNA
TUBAP1,False,True,False,1,,4621.0,ENSG00000237569,PROCESSED_PSEUDOGENE
TUSC7,False,True,False,1,,2364.0,ENSG00000243197,LNCRNA
TWSG1-DT,False,True,False,1,,1512.0,ENSG00000264964,LNCRNA
